Age:int,Attrition:string,BusinessTravel:string,DailyRate:int,Department:string,DistanceFromHome:int,Education:string,EducationField:string,EmployeeCount:int,EmployeeNumber:int,EnvironmentSatisfaction:string,Gender:string,HourlyRate:int,JobInvolvement:string,JobLevel:int,JobRole:string,JobSatisfaction:int,MaritalStatus:string,MonthlyIncome:int,MonthlyRate:int,NumCompaniesWorked:int,Over18:string,OverTime:string,PercentSalaryHike:int,PerformanceRating:string,RelationshipSatisfaction:string,StandardHours:int,StockOptionLevel:int,TotalWorkingYears:int,TrainingTimesLastYear:int,WorkLifeBalance:string,YearsAtCompany:int,YearsInCurrentRole:int,YearsSinceLastPromotion:int,YearsWithCurrManager:int
31,Yes,Travel_Frequently,874,Research & Development,15,Bachelor,Medical,1,1160,High,Male,72,High,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,Excellent,High,80,1,2,5,Good,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,College,Medical,1,1161,High,Female,52,Medium,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,Excellent,High,80,2,9,2,Better,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,Bachelor,Life Sciences,1,1162,Very High,Male,55,Medium,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,Excellent,High,80,1,4,0,Better,4,2,2,2
34,No,Travel_Rarely,1400,Sales,9,Below College,Life Sciences,1,1163,Medium,Female,70,High,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,Outstanding,Low,80,0,6,3,Good,6,5,1,3
35,No,Travel_Rarely,528,Human Resources,8,Master,Technical Degree,1,1164,High,Male,100,High,1,Human Resources,3,Single,4323,7108,1,Y,No,17,Excellent,Medium,80,0,6,2,Bad,5,4,1,4
29,Yes,Travel_Rarely,408,Sales,23,Below College,Life Sciences,1,1165,Very High,Female,45,Medium,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,Excellent,Low,80,1,11,3,Bad,11,8,3,10
40,No,Travel_Frequently,593,Research & Development,9,Master,Medical,1,1166,Medium,Female,88,High,3,Research Director,3,Single,13499,13782,9,Y,No,17,Excellent,High,80,0,20,3,Good,18,7,2,13
42,Yes,Travel_Frequently,481,Sales,12,Bachelor,Life Sciences,1,1167,High,Male,44,High,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,Excellent,Medium,80,0,22,2,Good,21,9,13,14
42,No,Travel_Rarely,647,Sales,4,Master,Marketing,1,1171,Medium,Male,45,High,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,Excellent,Very High,80,0,9,3,Best,6,4,1,5
35,No,Travel_Rarely,982,Research & Development,1,Master,Medical,1,1172,Very High,Male,58,Medium,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,Excellent,Medium,80,1,10,2,Better,8,0,1,7
24,No,Travel_Rarely,477,Research & Development,24,Bachelor,Medical,1,1173,Very High,Male,49,High,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,Outstanding,Very High,80,0,6,2,Better,4,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,12,Below College,Life Sciences,1,1175,High,Female,79,High,1,Laboratory Technician,4,Married,2515,22955,1,Y,Yes,11,Excellent,Very High,80,0,1,4,Good,1,1,0,0
26,No,Travel_Rarely,1384,Research & Development,3,Master,Medical,1,1177,Low,Male,82,Very High,1,Laboratory Technician,4,Married,4420,13421,1,Y,No,22,Outstanding,Medium,80,1,8,2,Better,8,7,0,7
30,No,Travel_Rarely,852,Sales,10,Bachelor,Marketing,1,1179,High,Male,72,Medium,2,Sales Executive,3,Married,6578,2706,1,Y,No,18,Excellent,Low,80,1,10,3,Better,10,3,1,4
40,No,Travel_Frequently,902,Research & Development,26,College,Medical,1,1180,High,Female,92,Medium,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,Excellent,Very High,80,1,16,3,Bad,1,1,0,0
35,No,Travel_Rarely,819,Research & Development,2,Bachelor,Life Sciences,1,1182,High,Male,44,Medium,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,Excellent,Medium,80,1,15,2,Best,7,7,6,4
34,No,Travel_Frequently,669,Research & Development,1,Bachelor,Medical,1,1184,Very High,Male,97,Medium,2,Healthcare Representative,1,Single,5343,25755,0,Y,No,20,Outstanding,High,80,0,14,3,Better,13,9,4,9
35,No,Travel_Frequently,636,Research & Development,4,Master,Other,1,1185,Very High,Male,47,Medium,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,Excellent,Medium,80,1,2,2,Best,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,Bachelor,Marketing,1,1188,Low,Female,85,Low,2,Sales Executive,3,Single,5346,9489,8,Y,No,13,Excellent,Medium,80,0,7,2,Good,4,3,1,3
32,No,Non-Travel,862,Sales,2,Below College,Life Sciences,1,1190,High,Female,76,High,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,Excellent,High,80,3,1,3,Better,1,0,0,0
56,No,Travel_Rarely,718,Research & Development,4,Master,Technical Degree,1,1191,Very High,Female,92,High,5,Manager,1,Divorced,19943,18575,4,Y,No,13,Excellent,Very High,80,1,28,2,Better,5,2,4,2
29,No,Travel_Rarely,1401,Research & Development,6,Below College,Medical,1,1192,Medium,Female,54,High,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,Excellent,Low,80,1,10,5,Better,10,8,0,8
19,No,Travel_Rarely,645,Research & Development,9,College,Life Sciences,1,1193,High,Male,54,High,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,Outstanding,High,80,0,1,4,Better,1,1,0,0
45,No,Travel_Rarely,1457,Research & Development,7,Bachelor,Medical,1,1195,Low,Female,83,High,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,Excellent,High,80,1,7,2,Good,3,2,0,2
37,No,Travel_Rarely,977,Research & Development,1,Bachelor,Life Sciences,1,1196,Very High,Female,56,Medium,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,Excellent,Medium,80,1,14,2,Good,14,8,3,11
20,No,Travel_Rarely,805,Research & Development,3,Bachelor,Life Sciences,1,1198,Low,Male,87,Medium,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,Excellent,Low,80,0,2,2,Good,2,2,1,2
44,Yes,Travel_Rarely,1097,Research & Development,10,Master,Life Sciences,1,1200,High,Male,96,High,1,Research Scientist,3,Single,2936,10826,1,Y,Yes,11,Excellent,High,80,0,6,4,Better,6,4,0,2
53,No,Travel_Rarely,1223,Research & Development,7,College,Medical,1,1201,Very High,Female,50,High,5,Manager,3,Divorced,18606,18640,3,Y,No,18,Excellent,Medium,80,1,26,6,Better,7,7,4,7
29,No,Travel_Rarely,942,Research & Development,15,Below College,Life Sciences,1,1202,Medium,Female,69,Low,1,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,Excellent,Low,80,1,6,2,Good,5,4,1,3
22,Yes,Travel_Frequently,1256,Research & Development,3,Master,Life Sciences,1,1203,High,Male,48,Medium,1,Research Scientist,4,Married,2853,4223,0,Y,Yes,11,Excellent,Medium,80,1,1,5,Better,0,0,0,0
46,No,Travel_Rarely,1402,Sales,2,Bachelor,Marketing,1,1204,High,Female,69,High,4,Manager,1,Married,17048,24097,8,Y,No,23,Outstanding,Low,80,0,28,2,Better,26,15,15,9
44,No,Non-Travel,111,Research & Development,17,Bachelor,Life Sciences,1,1206,Very High,Male,74,Low,1,Research Scientist,3,Single,2290,4279,2,Y,No,13,Excellent,Very High,80,0,6,3,Better,0,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,Bachelor,Human Resources,1,1207,Medium,Male,99,High,1,Human Resources,3,Married,3600,8429,1,Y,No,13,Excellent,Very High,80,1,5,2,Better,5,4,1,4
41,Yes,Non-Travel,906,Research & Development,5,College,Life Sciences,1,1210,Low,Male,95,Medium,1,Research Scientist,1,Divorced,2107,20293,6,Y,No,17,Excellent,Low,80,1,5,2,Bad,1,0,0,0
30,No,Travel_Rarely,1329,Sales,29,Master,Life Sciences,1,1211,High,Male,61,High,2,Sales Executive,1,Divorced,4115,13192,8,Y,No,19,Excellent,High,80,3,8,3,Better,4,3,0,3
40,No,Travel_Frequently,1184,Sales,2,Master,Medical,1,1212,Medium,Male,62,High,2,Sales Executive,2,Married,4327,25440,5,Y,No,12,Excellent,Very High,80,3,5,2,Better,0,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,Bachelor,Medical,1,1215,Very High,Female,30,High,4,Manager,1,Married,17856,9490,2,Y,No,22,Outstanding,High,80,1,32,3,Better,2,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19,Master,Medical,1,1216,Very High,Male,78,Medium,1,Laboratory Technician,1,Married,3196,12449,1,Y,No,12,Excellent,High,80,3,6,2,Better,6,5,3,3
46,No,Travel_Rarely,1450,Research & Development,15,College,Life Sciences,1,1217,Very High,Male,52,High,5,Research Director,2,Married,19081,10849,5,Y,No,11,Excellent,Low,80,1,25,2,Better,4,2,0,3
35,No,Travel_Rarely,1361,Sales,17,Master,Life Sciences,1,1218,High,Male,94,High,2,Sales Executive,1,Married,8966,21026,3,Y,Yes,15,Excellent,Very High,80,3,15,2,Better,7,7,1,7
24,Yes,Travel_Rarely,984,Research & Development,17,College,Life Sciences,1,1219,Very High,Female,97,High,1,Laboratory Technician,2,Married,2210,3372,1,Y,No,13,Excellent,Low,80,1,1,3,Bad,1,0,0,0
33,No,Travel_Frequently,1146,Sales,25,Bachelor,Medical,1,1220,Medium,Female,82,High,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,Excellent,Low,80,1,10,3,Good,10,7,0,1
36,No,Travel_Rarely,917,Research & Development,6,Master,Life Sciences,1,1221,High,Male,60,Low,1,Laboratory Technician,3,Divorced,2741,6865,1,Y,No,14,Excellent,High,80,1,7,4,Better,7,7,1,7
30,No,Travel_Rarely,853,Research & Development,7,Master,Life Sciences,1,1224,High,Male,49,High,2,Laboratory Technician,3,Divorced,3491,11309,1,Y,No,13,Excellent,Low,80,3,10,4,Good,10,7,8,9
44,No,Travel_Rarely,200,Research & Development,29,Master,Other,1,1225,Very High,Male,32,High,2,Research Scientist,4,Single,4541,7744,1,Y,No,25,Outstanding,Medium,80,0,20,3,Better,20,11,13,17
20,No,Travel_Rarely,654,Sales,21,Bachelor,Marketing,1,1226,High,Male,43,Very High,1,Sales Representative,4,Single,2678,5050,1,Y,No,17,Excellent,Very High,80,0,2,2,Better,2,1,2,2
46,No,Travel_Rarely,150,Research & Development,2,Master,Technical Degree,1,1228,Very High,Male,60,High,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,Excellent,High,80,1,12,3,Good,6,3,1,4
42,No,Non-Travel,179,Human Resources,2,Doctor,Medical,1,1231,Very High,Male,79,Very High,2,Human Resources,1,Married,6272,12858,7,Y,No,16,Excellent,Low,80,1,10,3,Best,4,3,0,3
60,No,Travel_Rarely,696,Sales,7,Master,Marketing,1,1233,Medium,Male,52,Very High,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,Excellent,Medium,80,1,12,3,Better,11,7,1,9
32,No,Travel_Frequently,116,Research & Development,13,Bachelor,Other,1,1234,High,Female,77,Medium,1,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,Outstanding,High,80,1,2,2,Better,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,College,Life Sciences,1,1235,Very High,Female,38,High,2,Research Scientist,3,Single,4998,2338,4,Y,Yes,14,Excellent,Very High,80,0,10,2,Better,8,7,0,7
36,No,Travel_Rarely,363,Research & Development,1,Bachelor,Technical Degree,1,1237,High,Female,77,Low,3,Manufacturing Director,1,Divorced,10252,4235,2,Y,Yes,21,Outstanding,High,80,1,17,2,Better,7,7,7,7
33,No,Travel_Rarely,117,Research & Development,9,Bachelor,Medical,1,1238,Low,Male,60,High,1,Research Scientist,4,Married,2781,6311,0,Y,No,13,Excellent,Medium,80,1,15,5,Better,14,10,4,10
40,No,Travel_Rarely,107,Sales,10,Bachelor,Technical Degree,1,1239,Medium,Female,84,Medium,2,Sales Executive,2,Divorced,6852,11591,7,Y,No,12,Excellent,Medium,80,1,7,2,Best,5,1,1,3
25,No,Travel_Rarely,1356,Sales,10,Master,Life Sciences,1,1240,High,Male,57,High,2,Sales Executive,4,Single,4950,20623,0,Y,No,14,Excellent,Medium,80,0,5,4,Better,4,3,1,1
30,No,Travel_Rarely,1465,Research & Development,1,Bachelor,Medical,1,1241,Very High,Male,63,High,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,Outstanding,Low,80,1,12,2,Better,11,9,5,7
42,No,Travel_Frequently,458,Research & Development,26,Doctor,Medical,1,1242,Low,Female,60,High,3,Research Director,1,Married,13191,23281,3,Y,Yes,17,Excellent,High,80,0,20,6,Better,1,0,0,0
35,No,Non-Travel,1212,Sales,8,College,Marketing,1,1243,High,Female,78,Medium,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,Excellent,Medium,80,1,16,6,Good,13,2,4,12
27,No,Travel_Rarely,1103,Research & Development,14,Bachelor,Life Sciences,1,1244,Low,Male,42,High,1,Research Scientist,1,Married,2235,14377,1,Y,Yes,14,Excellent,Very High,80,2,9,3,Good,9,7,6,8
54,No,Travel_Frequently,966,Research & Development,1,Master,Life Sciences,1,1245,Very High,Female,53,High,3,Manufacturing Director,3,Divorced,10502,9659,7,Y,No,17,Excellent,Low,80,1,33,2,Bad,5,4,1,4
44,No,Travel_Rarely,1117,Research & Development,2,Below College,Life Sciences,1,1246,Low,Female,72,Very High,1,Research Scientist,4,Married,2011,19982,1,Y,No,13,Excellent,Very High,80,1,10,5,Better,10,5,7,7
19,Yes,Non-Travel,504,Research & Development,10,Bachelor,Medical,1,1248,Low,Female,96,Medium,1,Research Scientist,2,Single,1859,6148,1,Y,Yes,25,Outstanding,Medium,80,0,1,2,Best,1,1,0,0
29,No,Travel_Rarely,1010,Research & Development,1,Bachelor,Life Sciences,1,1249,Low,Female,97,High,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,Excellent,Low,80,3,3,5,Better,3,2,1,2
54,No,Travel_Rarely,685,Research & Development,3,Bachelor,Life Sciences,1,1250,Very High,Male,85,High,4,Research Director,4,Married,17779,23474,3,Y,No,14,Excellent,Low,80,0,36,2,Better,10,9,0,9
31,No,Travel_Rarely,1332,Research & Development,11,College,Medical,1,1251,High,Male,80,High,2,Healthcare Representative,1,Married,6833,17089,1,Y,Yes,12,Excellent,Very High,80,0,6,2,Good,6,5,0,1
31,No,Travel_Rarely,1062,Research & Development,24,Bachelor,Medical,1,1252,High,Female,96,Medium,2,Healthcare Representative,1,Single,6812,17198,1,Y,No,19,Excellent,Medium,80,0,10,2,Better,10,9,1,8
59,No,Travel_Rarely,326,Sales,3,Bachelor,Life Sciences,1,1254,High,Female,48,Medium,2,Sales Executive,4,Single,5171,16490,5,Y,No,17,Excellent,Very High,80,0,13,2,Better,6,1,0,5
43,No,Travel_Rarely,920,Research & Development,3,Bachelor,Life Sciences,1,1255,High,Male,96,Low,5,Research Director,4,Married,19740,18625,3,Y,No,14,Excellent,Medium,80,1,25,2,Better,8,7,0,7
49,No,Travel_Rarely,1098,Research & Development,4,College,Medical,1,1256,Low,Male,85,Medium,5,Manager,3,Married,18711,12124,2,Y,No,13,Excellent,High,80,1,23,2,Best,1,0,0,0
36,No,Travel_Frequently,469,Research & Development,3,Bachelor,Technical Degree,1,1257,High,Male,46,High,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,Excellent,High,80,0,12,2,Good,11,10,0,7
48,No,Travel_Rarely,969,Research & Development,2,College,Technical Degree,1,1258,Very High,Male,76,Very High,1,Laboratory Technician,2,Single,2559,16620,5,Y,No,11,Excellent,High,80,0,7,4,Good,1,0,0,0
27,No,Travel_Rarely,1167,Research & Development,4,College,Life Sciences,1,1259,Low,Male,76,High,1,Research Scientist,3,Divorced,2517,3208,1,Y,No,11,Excellent,Medium,80,3,5,2,Better,5,3,0,3
29,No,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,1,1260,High,Male,82,High,2,Healthcare Representative,4,Divorced,6623,4204,1,Y,Yes,11,Excellent,Medium,80,2,6,2,Better,6,0,1,0
48,No,Travel_Rarely,715,Research & Development,1,Bachelor,Life Sciences,1,1263,Very High,Male,76,Medium,5,Research Director,4,Single,18265,8733,6,Y,No,12,Excellent,High,80,0,25,3,Best,1,0,0,0
29,No,Travel_Rarely,694,Research & Development,1,Bachelor,Life Sciences,1,1264,Very High,Female,87,Medium,4,Research Director,4,Divorced,16124,3423,3,Y,No,14,Excellent,Medium,80,2,9,2,Good,7,7,1,7
34,No,Travel_Rarely,1320,Research & Development,20,Bachelor,Technical Degree,1,1265,High,Female,89,Very High,1,Research Scientist,3,Married,2585,21643,0,Y,No,17,Excellent,Very High,80,0,2,5,Good,1,0,0,0
44,No,Travel_Rarely,1099,Sales,5,Bachelor,Marketing,1,1267,Medium,Male,88,High,5,Manager,2,Married,18213,8751,7,Y,No,11,Excellent,High,80,1,26,5,Better,22,9,3,10
33,No,Travel_Rarely,536,Sales,10,Doctor,Marketing,1,1268,Very High,Male,82,Very High,3,Sales Executive,3,Divorced,8380,21708,0,Y,Yes,14,Excellent,Very High,80,2,10,3,Better,9,8,0,8
19,No,Travel_Rarely,265,Research & Development,25,Bachelor,Life Sciences,1,1269,Medium,Female,57,Very High,1,Research Scientist,4,Single,2994,21221,1,Y,Yes,12,Excellent,Very High,80,0,1,2,Better,1,0,0,1
23,No,Travel_Rarely,373,Research & Development,1,College,Life Sciences,1,1270,Very High,Male,47,High,1,Research Scientist,3,Married,1223,16901,1,Y,No,22,Outstanding,Very High,80,1,1,2,Better,1,0,0,1
25,Yes,Travel_Frequently,599,Sales,24,Below College,Life Sciences,1,1273,High,Male,73,Low,1,Sales Representative,4,Single,1118,8040,1,Y,Yes,14,Excellent,Very High,80,0,1,4,Better,1,0,1,0
26,No,Travel_Rarely,583,Research & Development,4,College,Life Sciences,1,1275,High,Male,53,High,1,Research Scientist,4,Single,2875,9973,1,Y,Yes,20,Outstanding,Medium,80,0,8,2,Good,8,5,2,2
45,Yes,Travel_Rarely,1449,Sales,2,Bachelor,Marketing,1,1277,Low,Female,94,Low,5,Manager,2,Single,18824,2493,2,Y,Yes,16,Excellent,Low,80,0,26,2,Better,24,10,1,11
55,No,Non-Travel,177,Research & Development,8,Below College,Medical,1,1278,Very High,Male,37,Medium,4,Healthcare Representative,2,Divorced,13577,25592,1,Y,Yes,15,Excellent,Very High,80,1,34,3,Better,33,9,15,0
21,Yes,Travel_Frequently,251,Research & Development,10,College,Life Sciences,1,1279,Low,Female,45,Medium,1,Laboratory Technician,3,Single,2625,25308,1,Y,No,20,Outstanding,High,80,0,2,2,Bad,2,2,2,2
46,No,Travel_Rarely,168,Sales,4,College,Marketing,1,1280,Very High,Female,33,Medium,5,Manager,2,Married,18789,9946,2,Y,No,14,Excellent,High,80,1,26,2,Better,11,4,0,8
34,No,Travel_Rarely,131,Sales,2,Bachelor,Marketing,1,1281,High,Female,86,High,2,Sales Executive,1,Single,4538,6039,0,Y,Yes,12,Excellent,Very High,80,0,4,3,Better,3,2,0,2
51,No,Travel_Frequently,237,Sales,9,Bachelor,Life Sciences,1,1282,Very High,Male,83,High,5,Manager,2,Divorced,19847,19196,4,Y,Yes,24,Outstanding,Low,80,1,31,5,Good,29,10,11,10
59,No,Travel_Rarely,1429,Research & Development,18,Master,Medical,1,1283,Very High,Male,67,High,3,Manufacturing Director,4,Single,10512,20002,6,Y,No,12,Excellent,Very High,80,0,25,6,Good,9,7,5,4
34,No,Travel_Frequently,135,Research & Development,19,Bachelor,Medical,1,1285,High,Female,46,High,2,Laboratory Technician,2,Divorced,4444,22534,4,Y,No,13,Excellent,High,80,2,15,2,Best,11,8,5,10
28,No,Travel_Frequently,791,Research & Development,1,Master,Medical,1,1286,Very High,Male,44,High,1,Laboratory Technician,3,Single,2154,6842,0,Y,Yes,11,Excellent,High,80,0,5,2,Good,4,2,0,2
44,No,Travel_Rarely,1199,Research & Development,4,College,Life Sciences,1,1288,High,Male,92,Very High,5,Manager,1,Divorced,19190,17477,1,Y,No,14,Excellent,Very High,80,2,26,4,Good,25,9,14,13
34,No,Travel_Frequently,648,Human Resources,11,Bachelor,Life Sciences,1,1289,High,Male,56,Medium,2,Human Resources,2,Married,4490,21833,4,Y,No,11,Excellent,Very High,80,2,14,5,Best,10,9,1,8
35,No,Travel_Rarely,735,Research & Development,6,Below College,Life Sciences,1,1291,High,Male,66,High,1,Research Scientist,3,Married,3506,6020,0,Y,Yes,14,Excellent,Very High,80,0,4,3,Better,3,2,2,2
42,No,Travel_Rarely,603,Research & Development,7,Master,Medical,1,1292,Medium,Female,78,Very High,2,Research Scientist,2,Married,2372,5628,6,Y,Yes,16,Excellent,Very High,80,0,18,2,Better,1,0,0,0
43,No,Travel_Rarely,531,Sales,4,Master,Marketing,1,1293,Very High,Female,56,Medium,3,Sales Executive,4,Single,10231,20364,3,Y,No,14,Excellent,Very High,80,0,23,3,Best,21,7,15,17
36,No,Travel_Rarely,429,Research & Development,2,Master,Life Sciences,1,1294,High,Female,53,High,2,Manufacturing Director,2,Single,5410,2323,9,Y,Yes,11,Excellent,Very High,80,0,18,2,Better,16,14,5,12
44,Yes,Travel_Rarely,621,Research & Development,15,Bachelor,Medical,1,1295,Low,Female,73,High,3,Healthcare Representative,4,Married,7978,14075,1,Y,No,11,Excellent,Very High,80,1,10,2,Better,10,7,0,5
28,No,Travel_Frequently,193,Research & Development,2,Bachelor,Life Sciences,1,1296,Very High,Male,52,Medium,1,Laboratory Technician,4,Married,3867,14222,1,Y,Yes,12,Excellent,Medium,80,1,2,2,Better,2,2,2,2
51,No,Travel_Frequently,968,Research & Development,6,College,Medical,1,1297,Medium,Female,40,Medium,1,Laboratory Technician,3,Single,2838,4257,0,Y,No,14,Excellent,Medium,80,0,8,6,Good,7,0,7,7
30,No,Non-Travel,879,Research & Development,9,College,Medical,1,1298,High,Female,72,High,2,Manufacturing Director,3,Single,4695,12858,7,Y,Yes,18,Excellent,High,80,0,10,3,Better,8,4,1,7
29,Yes,Travel_Rarely,806,Research & Development,7,Bachelor,Technical Degree,1,1299,Medium,Female,39,High,1,Laboratory Technician,3,Divorced,3339,17285,3,Y,Yes,13,Excellent,Low,80,2,10,2,Better,7,7,7,7
28,No,Travel_Rarely,640,Research & Development,1,Bachelor,Technical Degree,1,1301,Very High,Male,84,High,1,Research Scientist,1,Single,2080,4732,2,Y,No,11,Excellent,Medium,80,0,5,2,Good,3,2,1,2
25,No,Travel_Rarely,266,Research & Development,1,Bachelor,Medical,1,1303,Very High,Female,40,High,1,Research Scientist,2,Single,2096,18830,1,Y,No,18,Excellent,Very High,80,0,2,3,Good,2,2,2,1
32,No,Travel_Rarely,604,Sales,8,Bachelor,Medical,1,1304,High,Male,56,Very High,2,Sales Executive,4,Married,6209,11693,1,Y,No,15,Excellent,High,80,2,10,4,Best,10,7,0,8
45,No,Travel_Frequently,364,Research & Development,25,Bachelor,Medical,1,1306,Medium,Female,83,High,5,Manager,2,Single,18061,13035,3,Y,No,22,Outstanding,High,80,0,22,4,Better,0,0,0,0
39,No,Travel_Rarely,412,Research & Development,13,Master,Medical,1,1307,High,Female,94,Medium,4,Manager,2,Divorced,17123,17334,6,Y,Yes,13,Excellent,Very High,80,2,21,4,Better,19,9,15,2
58,No,Travel_Rarely,848,Research & Development,23,Master,Life Sciences,1,1308,Low,Male,88,High,1,Research Scientist,3,Divorced,2372,26076,1,Y,No,12,Excellent,Very High,80,2,2,3,Better,2,2,2,2
32,Yes,Travel_Rarely,1089,Research & Development,7,College,Life Sciences,1,1309,Very High,Male,79,High,2,Laboratory Technician,3,Married,4883,22845,1,Y,No,18,Excellent,Low,80,1,10,3,Better,10,4,1,1
39,Yes,Travel_Rarely,360,Research & Development,23,Bachelor,Medical,1,1310,High,Male,93,High,1,Research Scientist,1,Single,3904,22154,0,Y,No,13,Excellent,Low,80,0,6,2,Better,5,2,0,3
30,No,Travel_Rarely,1138,Research & Development,6,Bachelor,Technical Degree,1,1311,Low,Female,48,Medium,2,Laboratory Technician,4,Married,4627,23631,0,Y,No,12,Excellent,Low,80,1,10,6,Better,9,2,6,7
36,No,Travel_Rarely,325,Research & Development,10,Master,Technical Degree,1,1312,Very High,Female,63,High,3,Healthcare Representative,3,Married,7094,5747,3,Y,No,12,Excellent,Low,80,0,10,0,Better,7,7,1,7
